,name,description,country,documentUrl,startDate,endDate,oecdId
251,EUROPEAN GROUP ON ETHICS IN SCIENCE AND NEW TECHNOLOGIES,"Independent, multi-disciplinary body appointed by the President of the European Commission which advises on all aspects of Commission policies where ethical, societal and fundamental rights issues intersect with the development of science and new technologies.",European Union,https://ec.europa.eu/research/ege/index.cfm,1991,,14573
252,EUROPEAN NETWORK FOR AI EXCELLENCE CENTRES,"Allowing the best research teams in Europe join forces to tackle major scientific and technological challenges, hampering the deployment of AI-based solutions.",European Union,https://ec.europa.eu/digital-single-market/en/news/h2020-call-european-network-artificial-intelligence-excellence-centres-information-and,2019,2022,24807
253,European Strategy for Data,"Together with the digital strategy, the Commission published the “European strategy for data”.",European Union,https://ec.europa.eu/digital-single-market/en/policies/building-european-data-economy,2020,,26923
254,EXECUTIVE ORDER ON MAINTAINING AMERICAN LEADERSHIP IN ARTIFICIAL INTELLIGENCE,"This executive order outlined the policy of the United States Government to sustain and enhance the scientific, technological, and economic leadership position of the United States in AI R&D and deployment through a coordinated Federal Government strategy, the American AI Initiative (Initiative).",United States,https://www.whitehouse.gov/presidential-actions/executive-order-maintaining-american-leadership-artificial-intelligence/,2019,,24277
255,Experimental Law on Self-driving vehicles,"With effect from 1 July 2019, public road tests involving self-driving vehicles without drivers present are allowed under certain conditions.",Netherlands,https://www.government.nl/latest/news/2019/07/02/green-light-for-experimental-law-for-testing-self-driving-vehicles-on-public-roads,2019,,26808
257,FAIR FORWARD – ARTIFICIAL INTELLIGENCE FOR ALL,"FAIR Forward – Artificial Intelligence for All” is a German Development Cooperation initiative striving for a more open, inclusive and sustainable approach to AI on an international level. Together with partners in Ghana, Rwanda, South Africa, Uganda and India FAIR Forward pursues three main goals: (1) strengthening local technical know-how on AI, (2) removing entry barriers to AI and increasing access to training data, and (3) developing policy frameworks for ethical AI including data protection and privacy.",Germany,https://toolkit-digitalisierung.de/en/fair-forward/,2019,2022,26742
258,FDA PROPOSED REGULATORY FRAMEWORK FOR MODIFICATIONS TO AI/ML BASED SOFTWARE AS A MEDICAL DEVICE,"The Food and Drug Administration (FDA) is considering a total product lifecycle-based regulatory framework for AI/ML technologies that would allow for modifications to be made from real-world learning and adaptation, while still ensuring that the safety and effectiveness of the software as a medical device is maintained.",United States,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-and-machine-learning-software-medical-device,2019,,24942
259,FEDERAL 5-YEAR STEM EDUCATION STRATEGIC PLAN,"This document presents the Federal Government’s five-year strategic plan for STEM education, based on a vision for a future where all Americans will have lifelong access to high-quality STEM education and the United States will be the global leader in STEM literacy, innovation, and employment.",United States,https://www.whitehouse.gov/wp-content/uploads/2018/12/STEM-Education-Strategic-Plan-2018.pdf,2018,,24932
261,FEDERAL DATA STRATEGY ACTION PLAN,The draft Year-1 Action Plan consists of 16 fundamental Action Steps.,United States,https://strategy.data.gov/action-plan/#draft-action-steps,2019,2020,24303
262,FEDERAL PROJECT AIMED AT THE IMPLEMENTATION OF THE NATIONAL STRATEGY FOR THE DEVELOPMENT OF TECHNOLOGIES IN THE FIELD OF ARTIFICIAL INTELLIGENCE OF THE RUSSIAN FEDERATION,To support the development of artificial intelligence technologies.,Russian Federation,http://www.kremlin.ru/acts/assignments/orders/60748,2019,2022,24920
263,FET FLAGSHIP- HUMAN BRAIN PROJECT,"The Human Brain Project (HPB) FET Flagship gathers a large consortium of 112 partner organisations, mostly from Europe but also from the USA, Japan, and China and involves world leading experts. It is a multidisciplinary consortium which includes experts in computer science, neuroscience, robotics, micro-electronics, and also in innovation and exploitation, ethics, education, programme management and communication.",European Union,http://ec.europa.eu/programmes/horizon2020/en/h2020-section/fet-flagships,2013,2020,16723
264,FINANCING OF ARTIFICIAL INTELLIGENCE AND BLOCKCHAIN TECHNOLOGIES,"This is a call for tender to develop and operate an investment support programme for the first dedicated, EU-wide investment fund focused on innovative Deep-Tech startups and companies. In particular the programme will carry out activities focused on supporting the further development and adoption of Artificial Intelligence and Blockchain Technologies in Europe.",European Union,https://ec.europa.eu/digital-single-market/en/news/financing-artificial-intelligence-and-blockchain-technologies-europe-setting-running-investment,2019,,25546
266,FINLANDS ARTIFICIAL INTELLIGENCE ACCELERATOR,"The FAIA helps Finnish organisations deploy artificial intelligence (AI). Its members drive one another toward an AI-first mindset, reaping the benefits together.",Finland,https://faia.fi/,2018,,24209
267,FINNISH CENTRE FOR ARTIFICIAL INTELLIGENCE,"FCAI is a nationwide competence center for Artificial Intelligence in Finland, initiated by Aalto University, University of Helsinki, and VTT Technical Research Centre of Finland. In 2019, FCAI gained the Academy of Finland flagship status, a standing only granted to six centers of excellence of high quality and high societal impact.<br/><br/>The research is based on top-tier expertise in machine learning, especially probabilistic modeling and deep learning, and on multidisciplinary collaboration with experts from other fields. The activities of FCAI span a wide spectrum of fields, versatile training and cooperation with the industry sector.",Finland,https://fcai.fi/,2018,,24211
268,FLEMISH POLICY PLAN AI,"Flanders has made available 32 million euros per year for an AI-impulse program that will be centered around three main pillars: basic research, technology transfer and industrial applications, and supporting activities.",Belgium - Federal government,https://www.ewi-vlaanderen.be/nieuws/vlaams-actieplan-artificiele-intelligentie-gelanceerd,2019,,24902
270,Forum IA Quebec,,Canada,https://forumia.quebec,2020,,26838
273,FUNDING INITIATIVE IN THE FIELD OF ARTIFICIAL INTELLIGENCE,"The Deutsche Forschungsgemeinschaft (DFG, German Research Foundation) launched a strategic funding initiative in the field of Artificial Intelligence (AI).",Germany,http://ai-initiative.dfg.de/,2019,,26579
274,FUNDING INITIATIVE INTERNATIONAL FUTURE LABS FOR ARTIFICIAL INTELLIGENCE,"With this funding initiative, the BMBF supports the establishment and work of three international research teams in Germany, which conduct research on current AI research and development issues. Each future laboratory will be funded with up to 5 million EUR over a period of 3 years. Funding began in May 2020.",Germany,https://www.bmbf.de/files/brief_information_international_future_labs_en.pdf,2019,,24108
275,FUNDING INITIATIVES ON ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,The initiatives support the development of technologies for artificial intelligence (AI) and automated data analysis.,Germany,https://www.softwaresysteme.pt-dlr.de/de/kuenstliche-intelligenz.php,2017,,15642
276,FUNDING PRIORITY: DIGITAL INNOVATIONS FOR THE IMPROVEMENT OF PATIENT-CENTRED CARE IN HEALTHCARE,The Federal Ministry of Health (BMG) supports projects that generate scientific knowledge for the benefit of digital innovations and thus contribute to improving patient-centred care.,Germany,https://www.forschung-bundesgesundheitsministerium.de/foerderung/bekanntmachungen/rahmenbekanntmachung-zum-foerderschwerpunkt-digitale-innovationen-fuer-die-verbesserung-der-patientenzentrierten-versorgung-im-gesundheitswesen,2019,2023,25903
277,Gaia-X,"In 2019, ministers from France and Germany formally launched Gaia-X, an EU cloud initiative that aims to establish an interoperable data exchange through which businesses can share data under the protection of European laws.",France,https://www.data-infrastructure.eu/GAIAX/Navigation/EN/Home/home.html,2019,,26761
278,GAIA-X,"In 2019, ministers from Germany and France formally launched Gaia-X, an EU cloud initiative that aims to establish an interoperable data exchange through which businesses can share data under the protection of European laws.",Germany,https://www.data-infrastructure.eu/GAIAX/Navigation/EN/Home/home.html,2019,,26762
279,GAMEINN,Funding opportunities for the producers of video games (the thematic scope of the programme comprises the application of Artificial Intelligence in video games).,Poland,"http://www.ncbr.gov.pl/en/news/art,4200,playing-the-innovation-game-millions-for-key-economy-sectors.html",2016,,13968
280,General Data Protection Regulation,"The EU General Data Protection Regulation went into effect on May 25, 2018, replacing the Data Protection Directive 95/46/EC.",European Union,https://gdpr-info.eu/art-22-gdpr/,2018,,26736
282,GENOME CANADA,Genome Canada is a not-for-profit corporation dedicated to accelerating the development of Canadian research capacity in genomics and strengthen international partnerships in this field.,Canada,http://www.genomecanada.ca,2000,,3776
286,GOVERNANCE INNOVATION: REDESIGNING LAW AND ARCHITECTURE FOR SOCIETY 5.0,"An expert group in a wide variety of fields, including law, economics, technologies and businesses, has held discussions on the need for new governance models to pursue both the promotion of innovation and the achievement of social value, as well as ideal approaches thereto as Japanese society is facing dramatic changes brought about by big data, IoT, AI and other digital technologies.",Japan,https://www.meti.go.jp/english/press/2020/0713_001.html,2019,,26938
287,GOVERNMENT ASSIGNMENT ON SMEs AND DATA AS STRATEGIC RESOURCE,Government assignment to promote SMEs ability to use data as a strategic resource. Swedish Agency for Economic and Regional Growth is assigned to map conditions for SMEs to use data as a strategic resource.,Sweden,https://www.regeringen.se/4adadd/contentassets/fc317c477e0246c28e64c2da2862794f/uppdrag-att-framja-sma-och-medelstora-foretags-formaga-att-anvanda-data-som-strategisk-resurs.pdf,2019,2020,26681
288,Government by Algorithm: Artificial Intelligence in Federal Administrative Agencies,"The Office of the Chairman of the Administrative Conference is exploring the growing role that artificial intelligence (AI), such as machine learning and related techniques, is playing in federal agency adjudication, rule-making, and other regulatory activities.",United States,https://www-cdn.law.stanford.edu/wp-content/uploads/2020/02/ACUS-AI-Report.pdf,2020,,26961
289,Government data science partnership,"In 2019, the Government Data Science Partnership (GDSP) organised a meet-up to discuss natural language processing (NLP).",United Kingdom,https://dataingovernment.blog.gov.uk/2019/06/14/natural-language-processing-in-government/,2018,,26974
291,GOVERNMENT OFFICES DIVISION FOR DIGITALISATION,This Division is part of Ministry for Infrastructure. It is the steward of the Digitialisation Strategy of the Swedish Government and it is generally responsible for policy preparation related to digitalisation.,Sweden,gov.se,2018,,24976
292,GOVERNMENT TECHNOLOGY INNOVATION STRATEGY,"This strategy sets out the foundations needed for government to innovate through emerging technologies. It provides a framework for departments to use as they make plans for digital, data and technology ahead of the next spending review.",United Kingdom,https://www.gov.uk/government/publications/the-government-technology-innovation-strategy,2019,,26442
294,Guidance on AI and Data Protection,The UK's Information Commissioner's Office published a framework to audit AI and ensure data protection compliance.,United Kingdom,https://ico.org.uk/media/for-organisations/guide-to-data-protection/key-data-protection-themes/guidance-on-ai-and-data-protection-0-0.pdf,2020,,26821
297,Helsinki's AI register (in partnership with the city of Amsterdam),Helsinki and Amsterdam have launched open AI registers that track how algorithms are being used in the municipalities.,Finland,https://ai.hel.fi/en/ai-register/,2020,,26888
298,HIGH PERFORMANCE COMPUTING INFRASTRUCTURE PROJECT,"Supercomputer ""Fugaku"" as a central core, construct high-speed network among universities and public research sectors for various uses.（Shared use of Supercomputer ""K"" has ended in August 16, 2019.　Supercomputer “Fugaku” will be shared FY 2021 as the successor to Supercomputer ""K"".）",Japan,http://www.hpci-office.jp/pages/e_what_is_hpci?parent_folder,2012,,15409
299,HIGH-LEVEL EXPERT GROUP ON ARTIFICIAL INTELLIGENCE,"Following an open selection process, in June 2018 the Commission has appointed 52 experts to a new High-Level Expert Group on Artificial Intelligence, comprising representatives from academia, civil society, as well as industry. One output of the group are the ethical guidelines for trustworthy AI were presented in April 2019 which are now being piloted (June - December 2019).",European Union,https://ec.europa.eu/digital-single-market/en/high-level-expert-group-artificial-intelligence,2018,2020,23943
300,Ho Chi Minh Smart City,"Ho Chi Minh (HCM) City is being transformed into a smart city, and will develop a blockchain infrastructure to minimise potential risks.",Viet Nam,https://vietnamnews.vn/society/418284/hcm-city-rolls-out-smart-city-plans.html#gLjgEXd4A1vZ8iIk.97,2019,,26957
301,HORIZON 2020,The EU framework programme for Research and Innovation for 2014-2020.,European Union,https://ec.europa.eu/programmes/horizon2020/,2014,2020,4759
302,HORIZON EUROPE,"The Commission has published its proposal for Horizon Europe, an ambitious €100 billion research and innovation programme that will succeed Horizon 2020.",European Union,https://ec.europa.eu/info/designing-next-research-and-innovation-framework-programme/what-shapes-next-framework-programme_en,2020,,23986
303,HPC Supercomputer,"The European High Performance Computing Joint Undertaking (EuroHPC JU) and the Minho Advanced Computing Centre (MACC) have launched a call for tender for the procurement of a petascale supercomputer, capable of executing more than one Petaflop, or 1 million billion calculations per second.",Portugal,https://ec.europa.eu/digital-single-market/en/news/call-acquire-new-world-class-supercomputer-portugal,2020,,26931
304,HPC SUPERCOMPUTER,"The European High Performance Computing Joint Undertaking (EuroHPC JU) has launched a call for tender for the procurement of a petascale supercomputer capable of executing more than 4 Petaflops, 4 million billion calculations per second and located in Sofia, Bulgaria.",Bulgaria,https://ec.europa.eu/digital-single-market/en/news/call-acquire-new-world-class-supercomputer-bulgaria,2020,,26930
305,Human Rights and Technology Discussion Paper,"The Australian Human Rights Commission has launched the Human Rights and Technology Discussion Paper, which makes wide-ranging proposals for safeguarding human rights and encouraging accessible, equal and accountable use of new technology in Australia.",Australia,https://tech.humanrights.gov.au/sites/default/files/inline-files/TechRights2019_DiscussionPaper_Summary.pdf,2019,,26833
307,Hungary’s Artificial Intelligence Strategy 2020-2030,Hungary's artificial intelligence strategy outlines the strategic vision and policy actions for the development of AI in Hungary for the period 2020-2030.,Hungary,https://ai-hungary.com/files/de/9b/de9b302fdf9b5a57901c1fce977273b4.pdf,2020,,26765
311,"IDENTIFYING PRIORITY ACCESS OR QUALITY IMPROVEMENTS FOR FEDERAL DATA AND MODELS FOR AI R&D, REQUEST FOR INFORMATION","Under the Executive Order on Maintaining American Leadership in Artificial Intelligence (Section 5.a.i), the Office of Management and Budget is inviting the public to identify needs for additional access to, or improvements in the quality of, Federal data and models that would improve the Nations artificial intelligence (AI) research and development (R&D) and testing efforts.",United States,https://www.federalregister.gov/documents/2019/07/10/2019-14618/identifying-priority-access-or-quality-improvements-for-federal-data-and-models-for-artificial,2019,,24937
312,IMEC CORE FUNDING,"Imec performs world-leading research in the field of nano-electronics and nano-technology. This research includes digital components, organic electronics or scaling-driven nano-electronics and is applied in healthcare, smart electronics, sustainable energy and transport.",Belgium - Flanders,www.imec.be,1984,,15194
313,IMPLEMENTATION OF ACCESSIBLE WEBSITES IN THE COSTA RICAN PUBLIC SECTOR,This guideline is meant to implement accessible websites in the Costa Rican public sector.,Costa Rica,https://www.imprentanacional.go.cr/pub/2019/06/25/ALCA143_25_06_2019.pdf,2019,,25914
314,IMPROVEMENTS IN THE EFFICIENCY OF PUBLIC SPENDING THROUGH THE APPROPIATE USE OF DIGITAL TECHNOLOGIES IN THE COSTA RICAN PUBLIC SECTOR,"The Central Administration is ordered and the Decentralized Administration is instructed to take the necessary technical and financial measures that allow them to plan, specify and implement technological solutions in accordance with the national reality.",Costa Rica,http://www.pgrweb.go.cr/scij/Busqueda/Normativa/Normas/nrm_texto_completo.aspx?param1=NRTC&nValor1=1&nValor2=87498&nValor3=114021&strTipM=TC,2018,2020,25912
315,INDONESIA'S NATIONAL AI STRATEGY,"The Indonesia National AI Strategy from 2020 to 2045, now known as Stranas KA (Strategi Nasional Kecerdasan Artifisial), has been published.",Indonesia,https://ai-innovation.id/strategi,2020,,26968
316,INDUSTRIAL STRATEGY CHALLENGE FUND,"ISCF supports mission-led funding across the R&D life cycle, bringing together the UK’s world leading research with business to meet the major industrial and societal challenges of our time.",United Kingdom,https://www.gov.uk/government/collections/industrial-strategy-challenge-fund-joint-research-and-innovation,2017,,15902
317,INDUSTRIAL STRATEGY: BUILDING A BRITAIN FIT FOR THE FUTURE (WHITE PAPER),This document sets out the UK Government’s plan to create an economy that boosts productivity and earning power throughout the UK.,United Kingdom,https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/662508/industrial-strategy-white-paper.pdf,2017,,15898
318,INDUSTRY 4.0 TESTLAB FOR AUSTRALIA PILOT PROGRAM,A pilot program that provides $6 million in matched funding to establish six Industry 4.0 testlabs at six Australian universities.,Australia,https://www.industry.gov.au/data-and-publications/industry-40-testlabs-in-australia,2018,2019,24718
319,INFORMATION COMMISSIONER'S OFFICE'S REGULATORY SANDBOX,The UKs ICO’s  Sandbox  service  provides advice  and  support organisations who are developing products and services that use personal data in innovative and safe ways.,United Kingdom,https://ico.org.uk/about-the-ico/news-and-events/news-and-blogs/2019/03/ico-opens-sandbox-beta-phase-to-enhance-data-protection-and-support-innovation/,2018,,24319
320,INFORMATION REPORT ON THE DEVELOPMENT OF ARTIFICIAL INTELLIGENCE SOLUTIONS (PROJECT),"On 11 July 2019 the Latvian AI informative report was announced at the meeting of the State Secretaries for consultations between public bodies. Plan to adopt until December. The information report describes the AI development strategy for the next three years. The information report focuses on planning the application of AI solutions in different areas of government and economy, raising awareness among public administration about the use of AI, and assessing the application of AI solutions in the national administration.<br/>More detailed actions about AI, automation and digitalisation will be included in document Digital transformation guidelines 2021-2027.",Latvia,http://tap.mk.gov.lv/lv/mk/tap/?pid=40475479,2019,,24830
321,Initiative for the Start-up Ecosystem in Vietnam,"The National Program 844 ""Supporting the National Innovation Initiative to 2025"" (ISEV) aims to create a favourable environment to promote and support the formation and development of enterprises.",Viet Nam,http://en.dean844.most.gov.vn,2020,,26956
322,INNOVATION FUND DENMARK,"Innovation Fund Denmark is the main public fund for soft financing of research and innovation projects among private companies and public knowledge institutions. The aim is to support the development of knowledge and technology, including advanced technology, in order to strengthen research and innovative solutions that benefit growth and employment in Denmark. Furthermore the fund also invest in research and development projects focused on solving societal problems<br/><br/>The fund manages different programmes supporting technology and innovation, strategic research, knowledge based entreprenourship and internationalization of danish research.",Denmark,https://innovationsfonden.dk/en,2014,,5016
323,INNOVATION STRATEGY OF THE CZECH REPUBLIC,"Prepared by the Council for Research, Development and Innovation (CRDI), headed by Prime Minister Andrej Babiš, in close cooperation with a team of entrepreneurs, scientists, academics and representatives of the public administration, the strategy sets out new priorities, which, if achieved, should put the Czech Republic among the most innovative countries in Europe by 2030. Part of the strategy is also the introduction of a new brand “The Czech Republic: The Country For The Future”.",Czech Republic,https://www.vyzkum.cz/FrontAktualita.aspx?aktualita=867990,2019,2030,24005
324,INNOVATION SUPERCLUSTERS INITIATIVE,"The Innovation Superclusters Initiative (ISI) invites industry-led consortia to lead and to invest in bold and ambitious proposals that will supercharge regional innovation ecosystems. The program supports new partnerships between large firms, SMEs, and industry-relevant research institutions, promoting the development of globally competitive technology. A small number of high-value, strategic investments will be made to build on shared private sector commitment, demonstrated through matched industry funding, to position firms for global leadership.",Canada,https://www.canada.ca/en/innovation-science-economic-development/programs/small-business-financing-growth/innovation-superclusters.html,2017,2022,14949
325,Intellectual Property Laws Amendment Act 2018,Intellectual property legislative measures in Australia have been adapted for artificial intelligence use.,Australia,https://www.legislation.gov.au/Details/C2018A00077,2018,,26837
327,INTERNATIONAL RESEARCH CENTRE UNDER THE AUSPICES OF UNESCO,"The Centre would add focus and expertise on AI to UNESCO’s programmes, particularly to leverage the power of AI for the sustainable development goals (SDGs).",Slovenia,https://ircai.org/,2020,,26460
328,INVESTMENTS FOR THE FUTURE PROGRAMME (PIA),"The Investments for the Future Programme (PIA) aims to increase the long-term growth potential of the French economy, by strengthening investment in four priority sectors : higher education and research, industries and SMEs, sustainable development and digital economy. The program seeks to accelerate and strengthen a global dynamics of the French higher education, research and innovation system.<br/><br/>Since 2010, the National Agency for Research (ANR) is the main operator of the state for the PIAs higher education and research actions.",France,http://www.enseignementsup-recherche.gouv.fr/pid24578/investissements-d-avenir.html,2010,,3907
329,iSIMPLEX,"iSIMPLEX is a major simplification and modernization program, which has a strong focus on co-creation and on improving public service efficiency. It is designed to facilitate the everyday life of citizens and businesses and their interaction with the public administration.",Portugal,https://www.simplex.gov.pt/,2019,,25703
330,Italian Institute for Artificial Intelligence,"The Italian Institute for Artificial Intelligence is a research and technology transfer structure able to attract first class talents from the international market and, at the same time, become a flagship initiative for the development of Al in Italy.",Italy,http://www.governo.it/it/articolo/tribunale-unificato-dei-brevetti-milano-citt-candidata/15121,2020,,24219
332,JOINT ARTIFICIAL INTELLIGENCE CENTER,The Joint Artificial Intelligence Center (JAIC) is the Department of Defense’s (DoD) Artificial Intelligence (AI) Center of Excellence that provides a critical mass of expertise to help the Department harness the game-changing power of AI.,United States,https://dodcio.defense.gov/About-DoD-CIO/Organization/JAIC/,2019,,24943
334,"JURI reports on ""Making AI European""",The European Parliament Committee on Legal Affairs (JURI) presented its reports on AI.,European Union,https://www.europarl.europa.eu/committees/en/juri-committee-making-ai-european-presen/product-details/20200505CAN54985,2020,,26921
335,KNOWLEDGE AND INNOVATION AGENDA ICT,"The national agenda for ICT knowledge and innovation (2016-2019) is the framework for PPP-programmes for high end solutions, based on digital technologies 1) big data, 2) artificial intelligence, 3) blockchain, 4) cyber security and 5) Communication technologies (5G).",Netherlands,www.dutchdigitaldelta.nl/en/about-us,2016,2019,14945
336,KNOWLEDGE AND INNOVATION COVENANT,"The covenant describes the cooperation between many stakeholders in the Netherlands on key technologies, including AI.",Netherlands,https://www.nwo.nl/en/research-and-results/programmes/nwo/knowledge-and-innovation-covenant/index.html,2020,2023,26936
337,Knowledge Centre for Data and Society,"As part of the Flemish Action Plan AI, the Knowledge Centre Data & Society (Kenniscentrum Data & Maatschappij) was created to focus on the interplay between data, artificial intelligence and society.",Belgium - Flanders,https://data-en-maatschappij.ai/en/,2019,,26900
338,KNOWLEDGE ECONOMY INITIATIVES,Implementation of three kind of policies: tax promotions for companies who adopt 4.0 technologies in their productive processes; funding for 4.0 solutions in companies affected by pandemics and training in 4.0 technologies in local administrations.,Argentina,https://www.argentina.gob.ar/produccion/organigrama/industria/economia-del-conocimiento,2020,,26893
339,LATVIA'S NATIONAL AI STRATEGY,"In February 2020, the Latvian government released its national AI strategy on Developing Artificial Intelligence Solutions.",Latvia,http://tap.mk.gov.lv/doc/2020_02/IZ_MI%5b1%5d.2.docx,2020,,26933
340,LAW ON PROTECTION OF PERSONAL DATA,The Law on the Protection of Personal Data No. 6698 was published in the Official Gazette on 7 April 2016. The Turkish Data Protection Authority was established under the same Law in Ankara.,Turkey,https://www.kvkk.gov.tr/SharedFolderServer/CMSFiles/5c02cb3c-7cc0-4fb0-b0a7-85cb90899df8.pdf,2016,,26193
341,LAW ON ROAD TRAFFIC SAFETY (SELF-DRIVING CARS),Lithuania adopted a law that allows operation of self-driving cars without a driver being present.,Lithuania,https://e-seimas.lrs.lt/portal/legalAct/lt/TAD/TAIS.111999/jVBTOvueTG,2017,,26807
345,LEADING THE WAY INTO THE AGE OF ARTIFICIAL INTELLIGENCE,"The final report issued by the Steering group, entitled ""Leading the Way into the Age of Artificial Intelligence"" (June 2019) lays out 11 key actions covering all sectors to help Finland achieve its ambitious goal.",Finland,http://julkaisut.valtioneuvosto.fi/bitstream/handle/10024/161688/41_19_Leading%20the%20way%20into%20the%20age%20of%20artificial%20intelligence.pdf,2019,2025,24199
346,LEARNING SYSTEMS - GERMANY'S PLATFORM FOR ARTIFICIAL INTELLIGENCE,"The Plattform Lernende Systeme brings together expertise from science, industry and society for fostering Germany‘s position as an international technology leader. It understands itself as a forum for exchange and cooperation.",Germany,https://www.plattform-lernende-systeme.de/home-en.html,2017,2022,15632
348,LEONARDO supercomputer,"The European High Performance Computing Joint Undertaking (EuroHPC JU) and CINECA, the hosting entity of LEONARDO, a new EuroHPC precursor to exascale supercomputers, have announced the company Atos as the awarded vendor for the procurement of LEONARDO.",Italy,https://eurohpc-ju.europa.eu/news/leonardo-new-eurohpc-world-class-pre-exascale-supercomputer-italy,2020,,26927
350,"LIGHTHOUSES OF AI FOR ENVIRONMENT, CLIMATE, NATURE AND RESOURCES","The German Federal Environment Ministry is supporting projects that use artificial intelligence to tackle environmental challenges and set an example for green, environmentally sound and climate-friendly digitalisation (AI lighthouse projects).",Germany,https://www.bmu.de/en/topics/europe-international-sustainability-digitalisation/digitalisation-and-the-environment/our-support-programme-for-artificial-intelligence/,2019,,26752
351,LITHUANIAN ARTIFICIAL INTELLIGENCE STRATEGY: A VISION OF THE FUTURE,"In April 2019, the government of Lithuania published Lithuanian Artificial Intelligence Strategy: A vision of the future in order to “modernize and expand the current AI ecosystem in Lithuania and ensure that the nation is ready for a future with AI.”",Lithuania,http://eimin.lrv.lt/uploads/eimin/documents/files/DI_strategija_ENG(1).pdf,2019,,24220
352,LITHUANIAN BIOETHICS COMMITTEE,The Lithuanian Bioethics Committee deals with ethical issues arising in the field of biomedicine.,Lithuania,http://bioetika.sam.lt/,1995,,24726
355,LUMI supercomputer,"The procurement contract of LUMI, a new EuroHPC precursor to exascale supercomputers, has been signed by the European High Performance Computing Joint Undertaking (EuroHPC JU) and the company Hewlett Packard Enterprise, the selected vendor.",Finland,https://eurohpc-ju.europa.eu/news/lumi-new-eurohpc-world-class-supercomputer-finland,2020,,26926
356,LUXEMBOURG FUTURE FUND,Investment and co-investment fund targeting innovative SMEs.,Luxembourg,https://www.eif.org/what_we_do/resources/lff/index.htm,2016,,15861
357,Machine Learning and AI Future Science Platform,Future Science Platforms (FSPs) are an investment in science that underpins innovation and that has the potential to help reinvent and create new industries for Australia.,Australia,https://research.csiro.au/mlai-fsp/,2018,2022,26949
358,Malta Digital Innovation Authority,MDIA is the primary Authority responsible for promoting all governmental policies that promote technological innovation in Malta.,Malta,https://mdia.gov.mt,2018,,26789
359,Malta's National AI Strategy,A Strategy and Vision for AI in Malta 2030 aims to map the path for Malta to gain a strategic competitive advantage in the global economy as a leader in the AI field.,Malta,https://malta.ai/wp-content/uploads/2019/11/Malta_The_Ultimate_AI_Launchpad_vFinal.pdf,2019,,24994
360,MANUFACTURING MODERNISATION FUND,"The $50 million Manufacturing Modernisation Fund provides co-funding for capital investments by manufacturers to scale-up, invest in new technologies and develop high-value products.",Australia,https://www.business.gov.au/assistance/manufacturing-modernisation-fund,2019,2022,24671
362,MATERIALS GENOME INITIATIVE,"The Materials Genome Initiative is a multi-agency initiative designed to create a new era of policies, resources, and infrastructures for materials research.",United States,https://www.mgi.gov/about,2011,,25093
364,MEDICAL RESEARCH FUTURE FUND,The Australian Government provides funding for research through the Medical Research Future Fund (MRFF) and the National Health and Medical Research Council (NHMRC).,Australia,www.health.gov.au/mrff,2016,2021,26398
365,MeluXina supercomputer,"The procurement contract of MeluXina, new EuroHPC supercomputer, has been signed by the European High Performance Computing Joint Undertaking (EuroHPC JU), LuxProvide, the hosting entity, and the company Atos, the selected vendor.",Luxembourg,https://eurohpc-ju.europa.eu/news/meluxina-new-eurohpc-world-class-supercomputer-luxembourg,2020,,26928
366,MEMORANDUM TO HEADS OF AGENCIES ON REGULATORY AND NON-REGULATORY APPROACHES TO AI,"Pursuant to the Executive Order on AI, the OMB Director shall issue a memorandum to the heads of all agencies that shall inform the development of regulatory and non-regulatory approaches by such agencies regarding technologies and industrial sectors that are either empowered or enabled by AI.",United States,https://www.federalregister.gov/documents/2019/02/14/2019-02544/maintaining-american-leadership-in-artificial-intelligence,2019,,25005
367,MEXICO'S NATIONAL AI STRATEGY,"An agenda created from the plurality of leadership, voices and sectors in Mexico.",Mexico,https://36dc704c-0d61-4da0-87fa-917581cbce16.filesusr.com/ugd/7be025_6f45f669e2fa4910b32671a001074987.pdf,2018,,26703
368,mFund,"Since 2016, the Federal Ministry of Transport and Digital Infrastructure (BMVI) has been funding R&D projects related to digital data-based applications for Mobility 4.0 with a research initiative called mFUND.",Germany,https://www.bmvi.de/EN/Topics/Digital-Matters/mFund/mFund.html,2016,2020,26760
369,MID- TO LONG-TERM GOVERNMENT R&D INVESTMENT STRATEGY,"A mid- to long-term investment strategy has been established to provide a macro perspective that allows to effectively respond to the Fourth Industrial Revolution, to accelerate innovation-based growth, to enhance the quality of peoples lives, and to consolidate STI capacities, at a time when government R&D spending now reaches 20 trillion Korean Won.",Korea,https://www.msit.go.kr/web/msipContents/contentsView.do?cateId=mssw40a&artId=1577782,2019,,25256
370,MISSION ON ARTIFICIAL INTELLIGENCE,A national report was published in March 2017.,France,https://www.economie.gouv.fr/France-IA-intelligence-artificielle,2017,2017,16323
371,MOBILIZING PROGRAM TO FOSTER AI IN THE PUBLIC ADMINISTRATION,Program in Artificial Intelligence and Data Science in the Public Administration through open call for R&D projects.,Portugal,https://www.fct.pt/apoios/projectos/concursos/datascience/2018/index.phtml.pt,2018,,24551
