,doc_type,dest_title,source_title,dest_path,source_arxiv_url,match_type,matched_info,matched_text
164,oecd,GOVERNMENT BY ALGORITHM: ARTIFICIAL INTELLIGENCE IN FEDERAL ADMINISTRATIVE AGENCIES,Towards A Rigorous Science of Interpretable Machine Learning,26961.txt,http://arxiv.org/abs/1702.08608v2,by_author,Finale Doshi-Velez,"es with similar outcomes. See Finale Doshi-Velez et al., Accountability 
of AI "
165,oecd,GOVERNMENT BY ALGORITHM: ARTIFICIAL INTELLIGENCE IN FEDERAL ADMINISTRATIVE AGENCIES,Towards A Rigorous Science of Interpretable Machine Learning,26961.txt,http://arxiv.org/abs/1702.08608v2,by_author,Been Kim," (2018); Finale Doshi-Velez & Been Kim, Towards a Rigorous 
Science o"
166,oecd,GOVERNMENT BY ALGORITHM: ARTIFICIAL INTELLIGENCE IN FEDERAL ADMINISTRATIVE AGENCIES,"Proceedings of NIPS 2016 Workshop on Interpretable Machine Learning for
  Complex Systems",26961.txt,http://arxiv.org/abs/1611.09139v1,by_author,Been Kim," (2018); Finale Doshi-Velez & Been Kim, Towards a Rigorous 
Science o"
167,oecd,GOVERNMENT BY ALGORITHM: ARTIFICIAL INTELLIGENCE IN FEDERAL ADMINISTRATIVE AGENCIES,"""What is Relevant in a Text Document?"": An Interpretable Machine
  Learning Approach",26961.txt,http://arxiv.org/abs/1612.07843v1,by_author,Klaus-Robert Müller,"ciech Samek, Thomas Wiegand & Klaus-Robert Müller, Explainable 
Artificial Intel"
168,oecd,GOVERNMENT BY ALGORITHM: ARTIFICIAL INTELLIGENCE IN FEDERAL ADMINISTRATIVE AGENCIES,"""What is Relevant in a Text Document?"": An Interpretable Machine
  Learning Approach",26961.txt,http://arxiv.org/abs/1612.07843v1,by_author,Wojciech Samek,"ons,” see id., 41-43.
14 
13  Wojciech Samek, Thomas Wiegand & Klaus-Robert"
169,oecd,GOVERNMENT BY ALGORITHM: ARTIFICIAL INTELLIGENCE IN FEDERAL ADMINISTRATIVE AGENCIES,Variable Selection via Thompson Sampling,26961.txt,http://arxiv.org/abs/2007.00187v2,by_author_abbreviation,Y\. Liu,"n-Nader, Daniel E. Ho & Larry Y. Liu, Deep Learning 
with Satellite"
170,oecd,GOVERNMENT BY ALGORITHM: ARTIFICIAL INTELLIGENCE IN FEDERAL ADMINISTRATIVE AGENCIES,Variable Selection via Thompson Sampling,26961.txt,http://arxiv.org/abs/2007.00187v2,by_author_abbreviation,Y\. Liu,"n-Nader, Daniel E. Ho & Larry Y. Liu, Deep Learning 
with Satellite"
171,oecd,GOVERNMENT BY ALGORITHM: ARTIFICIAL INTELLIGENCE IN FEDERAL ADMINISTRATIVE AGENCIES,"Nothing Else Matters: Model-Agnostic Explanations By Identifying
  Prediction Invariance",26961.txt,http://arxiv.org/abs/1611.05817v1,by_author,Marco Tulio Ribeiro,"ill.pub/2018/building-blocks; Marco Tulio Ribeiro et 
al., “Why Should I Trust Y"
172,oecd,GOVERNMENT BY ALGORITHM: ARTIFICIAL INTELLIGENCE IN FEDERAL ADMINISTRATIVE AGENCIES,Model Cards for Model Reporting,26961.txt,http://arxiv.org/abs/1810.03993v2,by_author,Inioluwa Deborah Raji,"ine 
Learning Res. 77 (2018).
Inioluwa Deborah Raji & Joy Buolamwini, Actionable A"
173,oecd,GOVERNMENT BY ALGORITHM: ARTIFICIAL INTELLIGENCE IN FEDERAL ADMINISTRATIVE AGENCIES,Model Cards for Model Reporting,26961.txt,http://arxiv.org/abs/1810.03993v2,by_author,Timnit Gebru,"matched-28; Joy 
Boulamwini & Timnit Gebru, Gender Shades: Intersectional"
174,oecd,GOVERNMENT BY ALGORITHM: ARTIFICIAL INTELLIGENCE IN FEDERAL ADMINISTRATIVE AGENCIES,Model Cards for Model Reporting,26961.txt,http://arxiv.org/abs/1810.03993v2,by_author,Timnit Gebru,"8.00023.
90  Joy Boulamwini & Timnit Gebru, Gender Shades: Intersectional"
175,oecd,GOVERNMENT BY ALGORITHM: ARTIFICIAL INTELLIGENCE IN FEDERAL ADMINISTRATIVE AGENCIES,Online Decision Trees with Fairness,26961.txt,http://arxiv.org/abs/2010.08146v1,by_author,Liang Zhao,"019); 
Xiajing Gong, Meng Hu, Liang Zhao, Big Data Toolsets to Pharmaco"
176,oecd,GOVERNMENT BY ALGORITHM: ARTIFICIAL INTELLIGENCE IN FEDERAL ADMINISTRATIVE AGENCIES,"Toward Trustworthy AI Development: Mechanisms for Supporting Verifiable
  Claims",26961.txt,http://arxiv.org/abs/2004.07213v2,by_author,Peter Henderson,"
Contributors: Matthew Agnew, Peter Henderson, Geet Sethi, 
Stephen Tang
For"
177,oecd,GOVERNMENT BY ALGORITHM: ARTIFICIAL INTELLIGENCE IN FEDERAL ADMINISTRATIVE AGENCIES,"Toward Trustworthy AI Development: Mechanisms for Supporting Verifiable
  Claims",26961.txt,http://arxiv.org/abs/2004.07213v2,by_author,Peter Henderson,"Alex Duran, 
Michael Fischer, Peter Henderson, David Hoyt, Caroline Jo, 
Sun"
178,oecd,GOVERNMENT BY ALGORITHM: ARTIFICIAL INTELLIGENCE IN FEDERAL ADMINISTRATIVE AGENCIES,Welfare and Distributional Impacts of Fair Classification,26961.txt,http://arxiv.org/abs/1807.01134v1,by_author,Yiling Chen,"g 390–409 (2009); Ben Green & Yiling Chen, The Principles and 
Limits of"
179,oecd,GOVERNMENT BY ALGORITHM: ARTIFICIAL INTELLIGENCE IN FEDERAL ADMINISTRATIVE AGENCIES,"Interpretable Artificial Intelligence through the Lens of Feature
  Interaction",26961.txt,http://arxiv.org/abs/2103.03103v1,by_author,Yan Liu,"re is meant to represent. See Yan Liu et al., Review of Chart 
Recog"
180,oecd,GOVERNMENT BY ALGORITHM: ARTIFICIAL INTELLIGENCE IN FEDERAL ADMINISTRATIVE AGENCIES,"Interpretable Artificial Intelligence through the Lens of Feature
  Interaction",26961.txt,http://arxiv.org/abs/2103.03103v1,by_author,Yan Liu,"what a figure represents. See Yan Liu et 
al., Review of Chart Recog"
181,oecd,GOVERNMENT BY ALGORITHM: ARTIFICIAL INTELLIGENCE IN FEDERAL ADMINISTRATIVE AGENCIES,"Interpretable Artificial Intelligence through the Lens of Feature
  Interaction",26961.txt,http://arxiv.org/abs/2103.03103v1,by_author_abbreviation,Y\. Liu,"n-Nader, Daniel E. Ho & Larry Y. Liu, Deep Learning 
with Satellite"
182,oecd,GOVERNMENT BY ALGORITHM: ARTIFICIAL INTELLIGENCE IN FEDERAL ADMINISTRATIVE AGENCIES,"Interpretable Artificial Intelligence through the Lens of Feature
  Interaction",26961.txt,http://arxiv.org/abs/2103.03103v1,by_author_abbreviation,Y\. Liu,"n-Nader, Daniel E. Ho & Larry Y. Liu, Deep Learning 
with Satellite"
183,oecd,GOVERNMENT BY ALGORITHM: ARTIFICIAL INTELLIGENCE IN FEDERAL ADMINISTRATIVE AGENCIES,"Why Fairness Cannot Be Automated: Bridging the Gap Between EU
  Non-Discrimination Law and AI",26961.txt,http://arxiv.org/abs/2005.05906v1,by_author,Sandra Wachter,"le, supra 
note 48, at 55-59; Sandra Wachter, Brent Mittlestadt & Luciano F"
184,oecd,GOVERNMENT BY ALGORITHM: ARTIFICIAL INTELLIGENCE IN FEDERAL ADMINISTRATIVE AGENCIES,Learning Interpretable Concept-Based Models with Human Feedback,26961.txt,http://arxiv.org/abs/2012.02898v1,by_author,Finale Doshi-Velez,"mputing 
Syss. Procs. (2018); Finale Doshi-Velez & Been Kim, Towards a Rigorous"
185,oecd,GOVERNMENT BY ALGORITHM: ARTIFICIAL INTELLIGENCE IN FEDERAL ADMINISTRATIVE AGENCIES,Learning Interpretable Concept-Based Models with Human Feedback,26961.txt,http://arxiv.org/abs/2012.02898v1,by_author,Finale Doshi-Velez,"es with similar outcomes. See Finale Doshi-Velez et al., Accountability 
of AI "
186,oecd,GOVERNMENT BY ALGORITHM: ARTIFICIAL INTELLIGENCE IN FEDERAL ADMINISTRATIVE AGENCIES,Model-Agnostic Interpretability of Machine Learning,26961.txt,http://arxiv.org/abs/1606.05386v1,by_author,Marco Tulio Ribeiro,"ill.pub/2018/building-blocks; Marco Tulio Ribeiro et 
al., “Why Should I Trust Y"
187,oecd,GOVERNMENT BY ALGORITHM: ARTIFICIAL INTELLIGENCE IN FEDERAL ADMINISTRATIVE AGENCIES,"Explaining NonLinear Classification Decisions with Deep Taylor
  Decomposition",26961.txt,http://arxiv.org/abs/1512.02479v1,by_author,Wojciech Samek,"ons,” see id., 41-43.
14 
13  Wojciech Samek, Thomas Wiegand & Klaus-Robert"
188,oecd,GOVERNMENT BY ALGORITHM: ARTIFICIAL INTELLIGENCE IN FEDERAL ADMINISTRATIVE AGENCIES,"Explaining NonLinear Classification Decisions with Deep Taylor
  Decomposition",26961.txt,http://arxiv.org/abs/1512.02479v1,by_author,Klaus-Robert Müller,"ciech Samek, Thomas Wiegand & Klaus-Robert Müller, Explainable 
Artificial Intel"
189,oecd,GOVERNMENT BY ALGORITHM: ARTIFICIAL INTELLIGENCE IN FEDERAL ADMINISTRATIVE AGENCIES,"How does this interaction affect me? Interpretable attribution for
  feature interactions",26961.txt,http://arxiv.org/abs/2006.10965v1,by_author,Yan Liu,"re is meant to represent. See Yan Liu et al., Review of Chart 
Recog"
190,oecd,GOVERNMENT BY ALGORITHM: ARTIFICIAL INTELLIGENCE IN FEDERAL ADMINISTRATIVE AGENCIES,"How does this interaction affect me? Interpretable attribution for
  feature interactions",26961.txt,http://arxiv.org/abs/2006.10965v1,by_author,Yan Liu,"what a figure represents. See Yan Liu et 
al., Review of Chart Recog"
191,oecd,GOVERNMENT BY ALGORITHM: ARTIFICIAL INTELLIGENCE IN FEDERAL ADMINISTRATIVE AGENCIES,"How does this interaction affect me? Interpretable attribution for
  feature interactions",26961.txt,http://arxiv.org/abs/2006.10965v1,by_author_abbreviation,Y\. Liu,"n-Nader, Daniel E. Ho & Larry Y. Liu, Deep Learning 
with Satellite"
192,oecd,GOVERNMENT BY ALGORITHM: ARTIFICIAL INTELLIGENCE IN FEDERAL ADMINISTRATIVE AGENCIES,"How does this interaction affect me? Interpretable attribution for
  feature interactions",26961.txt,http://arxiv.org/abs/2006.10965v1,by_author_abbreviation,Y\. Liu,"n-Nader, Daniel E. Ho & Larry Y. Liu, Deep Learning 
with Satellite"
193,oecd,GOVERNMENT BY ALGORITHM: ARTIFICIAL INTELLIGENCE IN FEDERAL ADMINISTRATIVE AGENCIES,Evaluating the visualization of what a Deep Neural Network has learned,26961.txt,http://arxiv.org/abs/1509.06321v1,by_author,Wojciech Samek,"ons,” see id., 41-43.
14 
13  Wojciech Samek, Thomas Wiegand & Klaus-Robert"
194,oecd,GOVERNMENT BY ALGORITHM: ARTIFICIAL INTELLIGENCE IN FEDERAL ADMINISTRATIVE AGENCIES,Evaluating the visualization of what a Deep Neural Network has learned,26961.txt,http://arxiv.org/abs/1509.06321v1,by_author,Klaus-Robert Müller,"ciech Samek, Thomas Wiegand & Klaus-Robert Müller, Explainable 
Artificial Intel"
195,oecd,GOVERNMENT BY ALGORITHM: ARTIFICIAL INTELLIGENCE IN FEDERAL ADMINISTRATIVE AGENCIES,"Explaining Deep Neural Networks and Beyond: A Review of Methods and
  Applications",26961.txt,http://arxiv.org/abs/2003.07631v2,by_author,Wojciech Samek,"ons,” see id., 41-43.
14 
13  Wojciech Samek, Thomas Wiegand & Klaus-Robert"
196,oecd,GOVERNMENT BY ALGORITHM: ARTIFICIAL INTELLIGENCE IN FEDERAL ADMINISTRATIVE AGENCIES,"Explaining Deep Neural Networks and Beyond: A Review of Methods and
  Applications",26961.txt,http://arxiv.org/abs/2003.07631v2,by_author,Klaus-Robert Müller,"ciech Samek, Thomas Wiegand & Klaus-Robert Müller, Explainable 
Artificial Intel"
197,oecd,GOVERNMENT BY ALGORITHM: ARTIFICIAL INTELLIGENCE IN FEDERAL ADMINISTRATIVE AGENCIES,Assessing the Local Interpretability of Machine Learning Models,26961.txt,http://arxiv.org/abs/1902.03501v2,by_author,Sorelle A. Friedler,"ents, 5 Big Data 153 (2017); 
Sorelle A. Friedler, Carlos Scheidegger & Suresh V"
198,oecd,GOVERNMENT BY ALGORITHM: ARTIFICIAL INTELLIGENCE IN FEDERAL ADMINISTRATIVE AGENCIES,Assessing the Local Interpretability of Machine Learning Models,26961.txt,http://arxiv.org/abs/1902.03501v2,by_author,Carlos Scheidegger,"(2017); 
Sorelle A. Friedler, Carlos Scheidegger & Suresh Venkatasubramanian, 
"
199,oecd,GOVERNMENT BY ALGORITHM: ARTIFICIAL INTELLIGENCE IN FEDERAL ADMINISTRATIVE AGENCIES,Can I trust you more? Model-Agnostic Hierarchical Explanations,26961.txt,http://arxiv.org/abs/1812.04801v1,by_author,Yan Liu,"re is meant to represent. See Yan Liu et al., Review of Chart 
Recog"
200,oecd,GOVERNMENT BY ALGORITHM: ARTIFICIAL INTELLIGENCE IN FEDERAL ADMINISTRATIVE AGENCIES,Can I trust you more? Model-Agnostic Hierarchical Explanations,26961.txt,http://arxiv.org/abs/1812.04801v1,by_author,Yan Liu,"what a figure represents. See Yan Liu et 
al., Review of Chart Recog"
201,oecd,GOVERNMENT BY ALGORITHM: ARTIFICIAL INTELLIGENCE IN FEDERAL ADMINISTRATIVE AGENCIES,Can I trust you more? Model-Agnostic Hierarchical Explanations,26961.txt,http://arxiv.org/abs/1812.04801v1,by_author_abbreviation,Y\. Liu,"n-Nader, Daniel E. Ho & Larry Y. Liu, Deep Learning 
with Satellite"
202,oecd,GOVERNMENT BY ALGORITHM: ARTIFICIAL INTELLIGENCE IN FEDERAL ADMINISTRATIVE AGENCIES,Can I trust you more? Model-Agnostic Hierarchical Explanations,26961.txt,http://arxiv.org/abs/1812.04801v1,by_author_abbreviation,Y\. Liu,"n-Nader, Daniel E. Ho & Larry Y. Liu, Deep Learning 
with Satellite"
203,oecd,GOVERNMENT BY ALGORITHM: ARTIFICIAL INTELLIGENCE IN FEDERAL ADMINISTRATIVE AGENCIES,"""Why Should I Trust You?"": Explaining the Predictions of Any Classifier",26961.txt,http://arxiv.org/abs/1602.04938v3,by_author,Marco Tulio Ribeiro,"ill.pub/2018/building-blocks; Marco Tulio Ribeiro et 
al., “Why Should I Trust Y"
204,oecd,GOVERNMENT BY ALGORITHM: ARTIFICIAL INTELLIGENCE IN FEDERAL ADMINISTRATIVE AGENCIES,"A game method for improving the interpretability of convolution neural
  network",26961.txt,http://arxiv.org/abs/1910.09090v1,by_author_abbreviation,Y\. Liu,"n-Nader, Daniel E. Ho & Larry Y. Liu, Deep Learning 
with Satellite"
205,oecd,GOVERNMENT BY ALGORITHM: ARTIFICIAL INTELLIGENCE IN FEDERAL ADMINISTRATIVE AGENCIES,"A game method for improving the interpretability of convolution neural
  network",26961.txt,http://arxiv.org/abs/1910.09090v1,by_author_abbreviation,Y\. Liu,"n-Nader, Daniel E. Ho & Larry Y. Liu, Deep Learning 
with Satellite"
206,oecd,GOVERNMENT BY ALGORITHM: ARTIFICIAL INTELLIGENCE IN FEDERAL ADMINISTRATIVE AGENCIES,Interpretation of Neural Networks is Fragile,26961.txt,http://arxiv.org/abs/1710.10547v2,by_author,James Zou,"nt, and 
Disparate Impact
85  James Zou & Londa Schiebinger, AI Can Be"
207,oecd,GOVERNMENT BY ALGORITHM: ARTIFICIAL INTELLIGENCE IN FEDERAL ADMINISTRATIVE AGENCIES,Feature Importance Measure for Non-linear Learning Algorithms,26961.txt,http://arxiv.org/abs/1611.07567v1,by_author,Klaus-Robert Müller,"ciech Samek, Thomas Wiegand & Klaus-Robert Müller, Explainable 
Artificial Intel"
208,oecd,GOVERNMENT BY ALGORITHM: ARTIFICIAL INTELLIGENCE IN FEDERAL ADMINISTRATIVE AGENCIES,"Learning Qualitatively Diverse and Interpretable Rules for
  Classification",26961.txt,http://arxiv.org/abs/1806.08716v2,by_author,Finale Doshi-Velez,"mputing 
Syss. Procs. (2018); Finale Doshi-Velez & Been Kim, Towards a Rigorous"
209,oecd,GOVERNMENT BY ALGORITHM: ARTIFICIAL INTELLIGENCE IN FEDERAL ADMINISTRATIVE AGENCIES,"Learning Qualitatively Diverse and Interpretable Rules for
  Classification",26961.txt,http://arxiv.org/abs/1806.08716v2,by_author,Finale Doshi-Velez,"es with similar outcomes. See Finale Doshi-Velez et al., Accountability 
of AI "
210,oecd,GOVERNMENT BY ALGORITHM: ARTIFICIAL INTELLIGENCE IN FEDERAL ADMINISTRATIVE AGENCIES,"Why an Android App is Classified as Malware? Towards Malware
  Classification Interpretation",26961.txt,http://arxiv.org/abs/2004.11516v2,by_author_abbreviation,Y\. Liu,"n-Nader, Daniel E. Ho & Larry Y. Liu, Deep Learning 
with Satellite"
211,oecd,GOVERNMENT BY ALGORITHM: ARTIFICIAL INTELLIGENCE IN FEDERAL ADMINISTRATIVE AGENCIES,"Why an Android App is Classified as Malware? Towards Malware
  Classification Interpretation",26961.txt,http://arxiv.org/abs/2004.11516v2,by_author_abbreviation,Y\. Liu,"n-Nader, Daniel E. Ho & Larry Y. Liu, Deep Learning 
with Satellite"
212,oecd,GOVERNMENT BY ALGORITHM: ARTIFICIAL INTELLIGENCE IN FEDERAL ADMINISTRATIVE AGENCIES,Building and Interpreting Deep Similarity Models,26961.txt,http://arxiv.org/abs/2003.05431v1,by_author,Klaus-Robert Müller,"ciech Samek, Thomas Wiegand & Klaus-Robert Müller, Explainable 
Artificial Intel"
213,oecd,WELSH LANGUAGE TECHNOLOGY ACTION PLAN,"An Experimentation Platform for Explainable Coalition Situational
  Understanding",26880.txt,http://arxiv.org/abs/2010.14388v2,by_author,Alun Preece,"rgh University. 
  Professor Alun Preece, Deputy Head of School of Comp"
214,oecd,WELSH LANGUAGE TECHNOLOGY ACTION PLAN,"Interpretable to Whom? A Role-based Model for Analyzing Interpretable
  Machine Learning Systems",26880.txt,http://arxiv.org/abs/1806.07552v1,by_author,Alun Preece,"rgh University. 
  Professor Alun Preece, Deputy Head of School of Comp"
215,oecd,WELSH LANGUAGE TECHNOLOGY ACTION PLAN,Stakeholders in Explainable AI,26880.txt,http://arxiv.org/abs/1810.00184v1,by_author,Alun Preece,"rgh University. 
  Professor Alun Preece, Deputy Head of School of Comp"
216,oecd,NATIONAL ETHICAL GUIDELINES FOR BIOMEDICAL AND HEALTH RESEARCH INVOLVING HUMAN PARTICIPANTS,"Don't Explain without Verifying Veracity: An Evaluation of Explainable
  AI with Video Activity Recognition",24955.txt,http://arxiv.org/abs/2005.02335v1,by_author_abbreviation,C\. Roy," Dr. soc. 
2001, p. 885, obs. C. Roy-Loustaunau), a lack of informa"
217,nesta,Facial recognition technology: fundamental rights considerations in the context of law enforcement,"Symbolic AI for XAI: Evaluating LFIT Inductive Programming for Fair and
  Explainable Automatic Recruitment",facial-recognition-technology-fundamental-rights-considerations-in-the-context-of-law-enforcement.txt,http://arxiv.org/abs/2012.00360v1,by_author_abbreviation,J\. Fierrez,"website, and A. Morales, A., 
J. Fierrez, J., and R. Vera-Rodriguez, R."
218,nesta,Facial recognition technology: fundamental rights considerations in the context of law enforcement,"Symbolic AI for XAI: Evaluating LFIT Inductive Programming for Fair and
  Explainable Automatic Recruitment",facial-recognition-technology-fundamental-rights-considerations-in-the-context-of-law-enforcement.txt,http://arxiv.org/abs/2012.00360v1,by_author_abbreviation,A\. Morales,"he SensitiveNets website, and A. Morales, A., 
J. Fierrez, J., and R. V"
219,nesta,Facial recognition technology: fundamental rights considerations in the context of law enforcement,Bias in Multimodal AI: Testbed for Fair Automatic Recruitment,facial-recognition-technology-fundamental-rights-considerations-in-the-context-of-law-enforcement.txt,http://arxiv.org/abs/2004.07173v1,by_author_abbreviation,A\. Morales,"he SensitiveNets website, and A. Morales, A., 
J. Fierrez, J., and R. V"
220,nesta,Facial recognition technology: fundamental rights considerations in the context of law enforcement,Bias in Multimodal AI: Testbed for Fair Automatic Recruitment,facial-recognition-technology-fundamental-rights-considerations-in-the-context-of-law-enforcement.txt,http://arxiv.org/abs/2004.07173v1,by_author_abbreviation,J\. Fierrez,"website, and A. Morales, A., 
J. Fierrez, J., and R. Vera-Rodriguez, R."
221,nesta,Facial recognition technology: fundamental rights considerations in the context of law enforcement,Learning Emotional-Blinded Face Representations,facial-recognition-technology-fundamental-rights-considerations-in-the-context-of-law-enforcement.txt,http://arxiv.org/abs/2009.08704v1,by_author_abbreviation,J\. Fierrez,"website, and A. Morales, A., 
J. Fierrez, J., and R. Vera-Rodriguez, R."
222,nesta,Facial recognition technology: fundamental rights considerations in the context of law enforcement,Learning Emotional-Blinded Face Representations,facial-recognition-technology-fundamental-rights-considerations-in-the-context-of-law-enforcement.txt,http://arxiv.org/abs/2009.08704v1,by_author_abbreviation,A\. Morales,"he SensitiveNets website, and A. Morales, A., 
J. Fierrez, J., and R. V"
223,nesta,AV Code of Practice,"What does it mean to solve the problem of discrimination in hiring?
  Social, technical and legal perspectives from the UK on automated hiring
  systems",av-code-of-practice.txt,http://arxiv.org/abs/1910.06144v2,by_author,Lilian Edwards,"ash. L. Rev. 85 (2007): 1249; Lilian Edwards and 
Michael Veale, “Slave to "
224,nesta,AV Code of Practice,Manipulating and Measuring Model Interpretability,av-code-of-practice.txt,http://arxiv.org/abs/1802.07810v4,by_author,Hanna Wallach," Crawford, Aaron Shapiro and 
Hanna Wallach, “The Problem with Bias: From "
225,nesta,AI - Shaping the Future of New Zealand,"Toward Trustworthy AI Development: Mechanisms for Supporting Verifiable
  Claims",ai-shaping-the-future-of-new-zealand.txt,http://arxiv.org/abs/2004.07213v2,by_author,Yoshua Bengio,"Toronto (and now Google) and 
Yoshua Bengio of McGill University, Montreal"
226,nesta,AI - Shaping the Future of New Zealand,Interpretable Convolutional Filters with SincNet,ai-shaping-the-future-of-new-zealand.txt,http://arxiv.org/abs/1811.09725v2,by_author,Yoshua Bengio,"Toronto (and now Google) and 
Yoshua Bengio of McGill University, Montreal"
227,nesta,Positively Shaping the Future of Austria with Robotics and AI,"An Experimentation Platform for Explainable Coalition Situational
  Understanding",positively-shaping-the-future-of-austria-with-robotics-and-ai.txt,http://arxiv.org/abs/2010.14388v2,by_author_abbreviation,H\. Taylor,"tegration with AI.
7  Russell H. Taylor, “A Perspective on Medical Rob"
228,nesta,Positively Shaping the Future of Austria with Robotics and AI,"Toward Trustworthy AI Development: Mechanisms for Supporting Verifiable
  Claims",positively-shaping-the-future-of-austria-with-robotics-and-ai.txt,http://arxiv.org/abs/2004.07213v2,by_author,Yoshua Bengio,"s that are investing in AI.
- Yoshua Bengio, Director, Montreal Institute "
229,nesta,Positively Shaping the Future of Austria with Robotics and AI,"Toward Trustworthy AI Development: Mechanisms for Supporting Verifiable
  Claims",positively-shaping-the-future-of-austria-with-robotics-and-ai.txt,http://arxiv.org/abs/2004.07213v2,by_author,Yoshua Bengio,"d some words of 
caution from Yoshua Bengio, Director of the 
Montréal Ins"
230,nesta,Positively Shaping the Future of Austria with Robotics and AI,"Toward Trustworthy AI Development: Mechanisms for Supporting Verifiable
  Claims",positively-shaping-the-future-of-austria-with-robotics-and-ai.txt,http://arxiv.org/abs/2004.07213v2,by_author,Yoshua Bengio,"er perspective was offered by Yoshua Bengio. 
As discussed above, Dr. Beng"
231,nesta,Positively Shaping the Future of Austria with Robotics and AI,"Toward Trustworthy AI Development: Mechanisms for Supporting Verifiable
  Claims",positively-shaping-the-future-of-austria-with-robotics-and-ai.txt,http://arxiv.org/abs/2004.07213v2,by_author,Yoshua Bengio,"m. 
Element AI, co-founded by Yoshua Bengio, is part 
research lab and par"
232,nesta,Positively Shaping the Future of Austria with Robotics and AI,"Toward Trustworthy AI Development: Mechanisms for Supporting Verifiable
  Claims",positively-shaping-the-future-of-austria-with-robotics-and-ai.txt,http://arxiv.org/abs/2004.07213v2,by_author,Yoshua Bengio,"itute for Learning Algorithms Yoshua Bengio, Director, Professor, Universi"
233,nesta,Positively Shaping the Future of Austria with Robotics and AI,"`Why didn't you allocate this task to them?' Negotiation-Aware Task
  Allocation and Contrastive Explanation Generation",positively-shaping-the-future-of-austria-with-robotics-and-ai.txt,http://arxiv.org/abs/2002.01640v3,by_author,Subbarao Kambhampati," research in Canada. In fact 
Subbarao Kambhampati of the Association for the 
Ad"
234,nesta,Positively Shaping the Future of Austria with Robotics and AI,"`Why didn't you allocate this task to them?' Negotiation-Aware Task
  Allocation and Contrastive Explanation Generation",positively-shaping-the-future-of-austria-with-robotics-and-ai.txt,http://arxiv.org/abs/2002.01640v3,by_author,Subbarao Kambhampati,"botics (by 
video conference)
Subbarao Kambhampati, Professor, Arizona State 
Uni"
235,nesta,Positively Shaping the Future of Austria with Robotics and AI,Interpretable Convolutional Filters with SincNet,positively-shaping-the-future-of-austria-with-robotics-and-ai.txt,http://arxiv.org/abs/1811.09725v2,by_author,Yoshua Bengio,"s that are investing in AI.
- Yoshua Bengio, Director, Montreal Institute "
236,nesta,Positively Shaping the Future of Austria with Robotics and AI,Interpretable Convolutional Filters with SincNet,positively-shaping-the-future-of-austria-with-robotics-and-ai.txt,http://arxiv.org/abs/1811.09725v2,by_author,Yoshua Bengio,"d some words of 
caution from Yoshua Bengio, Director of the 
Montréal Ins"
237,nesta,Positively Shaping the Future of Austria with Robotics and AI,Interpretable Convolutional Filters with SincNet,positively-shaping-the-future-of-austria-with-robotics-and-ai.txt,http://arxiv.org/abs/1811.09725v2,by_author,Yoshua Bengio,"er perspective was offered by Yoshua Bengio. 
As discussed above, Dr. Beng"
238,nesta,Positively Shaping the Future of Austria with Robotics and AI,Interpretable Convolutional Filters with SincNet,positively-shaping-the-future-of-austria-with-robotics-and-ai.txt,http://arxiv.org/abs/1811.09725v2,by_author,Yoshua Bengio,"m. 
Element AI, co-founded by Yoshua Bengio, is part 
research lab and par"
239,nesta,Positively Shaping the Future of Austria with Robotics and AI,Interpretable Convolutional Filters with SincNet,positively-shaping-the-future-of-austria-with-robotics-and-ai.txt,http://arxiv.org/abs/1811.09725v2,by_author,Yoshua Bengio,"itute for Learning Algorithms Yoshua Bengio, Director, Professor, Universi"
240,nesta,AI Sector Deal,"Toward Trustworthy AI Development: Mechanisms for Supporting Verifiable
  Claims",ai-sector-deal.txt,http://arxiv.org/abs/2004.07213v2,by_author,Yoshua Bengio,"né and leading AI 
researcher Yoshua Bengio. With deep domain expertise an"
241,nesta,AI Sector Deal,Interpretable Convolutional Filters with SincNet,ai-sector-deal.txt,http://arxiv.org/abs/1811.09725v2,by_author,Yoshua Bengio,"né and leading AI 
researcher Yoshua Bengio. With deep domain expertise an"
242,nesta,Action Plan Against Disinformation,Model Cards for Model Reporting,action-plan-against-disinformation.txt,http://arxiv.org/abs/1810.03993v2,by_author,Timnit Gebru,"See, e.g., Joy Buolamwini and Timnit Gebru “Gender Shades: Intersectional"
243,nesta,Action Plan Against Disinformation,"""The Human Body is a Black Box"": Supporting Clinical Decision-Making
  with Deep Learning",action-plan-against-disinformation.txt,http://arxiv.org/abs/1911.08089v2,by_author,Madeleine Elish,"with-it-4622ec1566d5.
26
 See Madeleine Elish and danah boyd, Situating Meth"
244,nesta,Malta - Towards an AI Strategy - High-level policy document for public consultation,Explainable AI for Interpretable Credit Scoring,malta-towards-an-ai-strategy-high-level-policy-document-for-public-consultation.txt,http://arxiv.org/abs/2012.03749v1,by_author,Alexiei Dingli,"E
Wayne Grixti
Chairman
Prof. Alexiei Dingli
Member
Dr. Angelo Dalli
Member"
245,nesta,Data Ethics Framework,"What does it mean to solve the problem of discrimination in hiring?
  Social, technical and legal perspectives from the UK on automated hiring
  systems",data-ethics-framework.txt,http://arxiv.org/abs/1910.06144v2,by_author,Lilian Edwards,"ash. L. Rev. 85 (2007): 1249; Lilian Edwards and 
Michael Veale, “Slave to "
